query,seed_eggNOG_ortholog,evalue,score,eggNOGs,domain,COG Cat.,eggNOG HMM Desc.,predicted name,GO_terms,EC,KEGG KO,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
WP_011092633.1,218491.ECA1035,1.90E-220,771.5,"COG0743@1|root,COG0743@2|Bacteria,1MU4G@1224|Proteobacteria,1RNNW@1236|Gammaproteobacteria,1MR49@122277|Pectobacterium",1236|Gammaproteobacteria,I,Catalyzes the NADP-dependent rearrangement and reduction of 1-deoxy-D-xylulose-5-phosphate (DXP) to 2-C-methyl-D-erythritol 4-phosphate (MEP),dxr,"GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006081,GO:0006082,GO:0006090,GO:0006629,GO:0006644,GO:0006720,GO:0006721,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008654,GO:0009058,GO:0009240,GO:0009987,GO:0016114,GO:0016491,GO:0016614,GO:0016616,GO:0019288,GO:0019637,GO:0019682,GO:0019752,GO:0030145,GO:0030604,GO:0032787,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0046490,GO:0046872,GO:0046914,GO:0048037,GO:0050661,GO:0050662,GO:0051483,GO:0051484,GO:0055114,GO:0070402,GO:0071704,GO:0090407,GO:0097159,GO:1901135,GO:1901265,GO:1901363,GO:1901576",1.1.1.267,ko:K00099,"ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130",M00096,R05688,RC01452,"ko00000,ko00001,ko00002,ko01000",-,-,"iAPECO1_1312.APECO1_1814,iECOK1_1307.ECOK1_0174,iECS88_1305.ECS88_0183,iUMN146_1321.UM146_23670,iUTI89_1310.UTI89_C0188","DXPR_C,DXP_redisom_C,DXP_reductoisom"
WP_011092634.1,218491.ECA1036,4.90E-142,510.4,"COG0020@1|root,COG0020@2|Bacteria,1MVP1@1224|Proteobacteria,1RMVX@1236|Gammaproteobacteria,1MRFR@122277|Pectobacterium",1236|Gammaproteobacteria,H,"Catalyzes the sequential condensation of isopentenyl diphosphate (IPP) with (2E,6E)-farnesyl diphosphate (E,E-FPP) to yield (2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E,38E)-undecaprenyl diphosphate (di-trans,octa-cis-UPP). UPP is the precursor of glycosyl carrier lipid in the biosynthesis of bacterial cell wall polysaccharide components such as peptidoglycan and lipopolysaccharide",uppS,"GO:0000270,GO:0000287,GO:0002094,GO:0003674,GO:0003824,GO:0004659,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006022,GO:0006023,GO:0006024,GO:0006066,GO:0006629,GO:0006720,GO:0006807,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008834,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016093,GO:0016094,GO:0016740,GO:0016765,GO:0030203,GO:0034645,GO:0042546,GO:0043164,GO:0043167,GO:0043169,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046165,GO:0046872,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617",2.5.1.31,ko:K00806,"ko00900,ko01110,map00900,map01110",-,R06447,"RC00279,RC02839","ko00000,ko00001,ko01000,ko01006",-,-,"iECBD_1354.ECBD_3445,iECOK1_1307.ECOK1_0175,iECSE_1348.ECSE_0173,iECW_1372.ECW_m0170,iEKO11_1354.EKO11_3744,iEcDH1_1363.EcDH1_3429,iEcE24377_1341.EcE24377A_0178,iEcHS_1320.EcHS_A0176,iNRG857_1313.NRG857_00890,iSFV_1184.SFV_0157,iUMN146_1321.UM146_23675,iUMNK88_1353.UMNK88_178,iWFL_1372.ECW_m0170,iY75_1357.Y75_RS00880",Prenyltransf
WP_011092635.1,218491.ECA1037,9.10E-153,546.2,"COG0575@1|root,COG0575@2|Bacteria,1MWSV@1224|Proteobacteria,1RQ6M@1236|Gammaproteobacteria,1MS6K@122277|Pectobacterium",1236|Gammaproteobacteria,I,Belongs to the CDS family,cdsA,"GO:0003674,GO:0003824,GO:0004605,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006220,GO:0006221,GO:0006629,GO:0006644,GO:0006650,GO:0006655,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009117,GO:0009165,GO:0009987,GO:0016020,GO:0016024,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0019637,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044271,GO:0044281,GO:0044464,GO:0045017,GO:0046341,GO:0046471,GO:0046474,GO:0046483,GO:0046486,GO:0055086,GO:0070567,GO:0071704,GO:0071944,GO:0072527,GO:0072528,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.7.7.41,ko:K00981,"ko00564,ko01100,ko01110,ko04070,map00564,map01100,map01110,map04070",M00093,R01799,RC00002,"ko00000,ko00001,ko00002,ko01000",-,-,"iJN746.PP_1596,iSDY_1059.SDY_0191",CTP_transf_1
WP_011092636.1,218491.ECA1038,9.30E-253,879,"COG0750@1|root,COG0750@2|Bacteria,1MU91@1224|Proteobacteria,1RMIX@1236|Gammaproteobacteria,1MRB5@122277|Pectobacterium",1236|Gammaproteobacteria,M,zinc metalloprotease,rseP,"GO:0000988,GO:0000989,GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006355,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016020,GO:0016021,GO:0016787,GO:0019219,GO:0019222,GO:0019538,GO:0031224,GO:0031226,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0043170,GO:0043856,GO:0044238,GO:0044425,GO:0044459,GO:0044464,GO:0045152,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0070011,GO:0071704,GO:0071944,GO:0080090,GO:0140096,GO:0140110,GO:1901564,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141",-,ko:K11749,"ko02024,ko04112,map02024,map04112",-,-,-,"ko00000,ko00001,ko01000,ko01002",-,-,-,"PDZ,PDZ_2,Peptidase_M50"
WP_011092637.1,218491.ECA1039,0,1631.3,"COG4775@1|root,COG4775@2|Bacteria,1MU0D@1224|Proteobacteria,1RMAP@1236|Gammaproteobacteria,1MR74@122277|Pectobacterium",1236|Gammaproteobacteria,M,"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane. Constitutes, with BamD, the core component of the assembly machinery",bamA,-,-,ko:K07277,-,-,-,-,"ko00000,ko02000,ko03029",1.B.33,-,-,"Bac_surface_Ag,POTRA"
WP_011092638.1,218491.ECA1040,6.10E-77,293.5,"COG2825@1|root,COG2825@2|Bacteria,1RD8X@1224|Proteobacteria,1RQIE@1236|Gammaproteobacteria,1MQK1@122277|Pectobacterium",1236|Gammaproteobacteria,M,Belongs to the skp family,skp,"GO:0001530,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0006457,GO:0006807,GO:0008104,GO:0008150,GO:0008152,GO:0008289,GO:0009279,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0019538,GO:0019867,GO:0022417,GO:0022607,GO:0030288,GO:0030312,GO:0030313,GO:0031647,GO:0031975,GO:0032978,GO:0033036,GO:0034613,GO:0042597,GO:0042802,GO:0043163,GO:0043165,GO:0043170,GO:0044085,GO:0044091,GO:0044238,GO:0044462,GO:0044464,GO:0045184,GO:0045229,GO:0050821,GO:0051082,GO:0051179,GO:0051205,GO:0051234,GO:0051604,GO:0051641,GO:0061024,GO:0061077,GO:0065007,GO:0065008,GO:0070727,GO:0071704,GO:0071709,GO:0071840,GO:0071944,GO:0072657,GO:0090150,GO:0097367,GO:1901564",-,ko:K06142,-,-,-,-,ko00000,-,-,-,OmpH
WP_011092639.1,218491.ECA1041,4.90E-145,520.8,"COG1044@1|root,COG1044@2|Bacteria,1MUX6@1224|Proteobacteria,1RNYI@1236|Gammaproteobacteria,1MR8J@122277|Pectobacterium",1236|Gammaproteobacteria,M,"Catalyzes the N-acylation of UDP-3-O- (hydroxytetradecanoyl)glucosamine using 3-hydroxytetradecanoyl-ACP as the acyl donor. Is involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell",lpxD,"GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019637,GO:0042802,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0046467,GO:0046493,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509",2.3.1.191,ko:K02536,"ko00540,ko01100,map00540,map01100",M00060,R04550,"RC00039,RC00166","ko00000,ko00001,ko00002,ko01000,ko01005",-,-,ic_1306.c0216,"Hexapep,Hexapep_2,LpxD"
WP_011092641.1,218491.ECA1043,1.90E-133,481.9,"COG1043@1|root,COG1043@2|Bacteria,1MUHQ@1224|Proteobacteria,1RPHB@1236|Gammaproteobacteria,1MQV1@122277|Pectobacterium",1236|Gammaproteobacteria,M,"Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell",lpxA,"GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008374,GO:0008610,GO:0008654,GO:0008780,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016740,GO:0016746,GO:0016747,GO:0019637,GO:0042802,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0046467,GO:0046493,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509",2.3.1.129,ko:K00677,"ko00540,ko01100,ko01503,map00540,map01100,map01503",M00060,R04567,"RC00039,RC00055","ko00000,ko00001,ko00002,ko01000,ko01005",-,-,-,"Acetyltransf_11,Hexapep"
WP_011092642.1,218491.ECA1044,2.40E-217,761.1,"COG0763@1|root,COG0763@2|Bacteria,1MVBI@1224|Proteobacteria,1RNS1@1236|Gammaproteobacteria,1MQXJ@122277|Pectobacterium",1236|Gammaproteobacteria,M,"Condensation of UDP-2,3-diacylglucosamine and 2,3- diacylglucosamine-1-phosphate to form lipid A disaccharide, a precursor of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell",lpxB,"GO:0003674,GO:0003824,GO:0005488,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008194,GO:0008289,GO:0008610,GO:0008654,GO:0008915,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0019637,GO:0019897,GO:0019898,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0046467,GO:0046493,GO:0071704,GO:0071944,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509",2.4.1.182,ko:K00748,"ko00540,ko01100,map00540,map01100",M00060,R04606,"RC00005,RC00059","ko00000,ko00001,ko00002,ko01000,ko01003,ko01005",-,GT19,"iE2348C_1286.E2348C_0187,iEcolC_1368.EcolC_3478",LpxB
WP_011092643.1,218491.ECA1045,1.40E-104,385.6,"COG0164@1|root,COG0164@2|Bacteria,1RA65@1224|Proteobacteria,1RQ4B@1236|Gammaproteobacteria,1MRCJ@122277|Pectobacterium",1236|Gammaproteobacteria,L,Endonuclease that specifically degrades the RNA of RNA- DNA hybrids,rnhB,"GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006281,GO:0006298,GO:0006401,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019439,GO:0022616,GO:0032299,GO:0032991,GO:0033554,GO:0033567,GO:0034641,GO:0034645,GO:0034655,GO:0043137,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901361,GO:1901575,GO:1901576",3.1.26.4,ko:K03470,"ko03030,map03030",-,-,-,"ko00000,ko00001,ko01000,ko03032",-,-,-,RNase_HII
WP_011092644.1,218491.ECA1046,0,2325.1,"COG0587@1|root,COG0587@2|Bacteria,1MUIF@1224|Proteobacteria,1RP0K@1236|Gammaproteobacteria,1MPV4@122277|Pectobacterium",1236|Gammaproteobacteria,L,DNA polymerase III alpha subunit,dnaE,"GO:0003674,GO:0003824,GO:0003887,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009360,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0032991,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0042575,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044776,GO:0046483,GO:0061695,GO:0071704,GO:0071897,GO:0090304,GO:0140097,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990234",2.7.7.7,ko:K02337,"ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440",M00260,"R00375,R00376,R00377,R00378",RC02795,"ko00000,ko00001,ko00002,ko01000,ko03032,ko03400",-,-,-,"DNA_pol3_alpha,HHH_6,PHP,tRNA_anti-codon"
WP_011092645.1,218491.ECA1047,1.70E-176,625.2,"COG0825@1|root,COG0825@2|Bacteria,1MURN@1224|Proteobacteria,1RNN8@1236|Gammaproteobacteria,1MQ5U@122277|Pectobacterium",1236|Gammaproteobacteria,I,"Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA",accA,"GO:0001676,GO:0003674,GO:0003824,GO:0003989,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009317,GO:0009329,GO:0009987,GO:0016053,GO:0016421,GO:0016874,GO:0016885,GO:0019752,GO:0032787,GO:0032991,GO:0042759,GO:0042802,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:0072330,GO:1901576,GO:1902494,GO:1990234","2.1.3.15,6.4.1.2",ko:K01962,"ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00376","R00742,R04386","RC00040,RC00253,RC00367","ko00000,ko00001,ko00002,ko01000",-,-,"iAF1260.b0185,iBWG_1329.BWG_0177,iEC55989_1330.EC55989_0179,iECDH10B_1368.ECDH10B_0165,iECDH1ME8569_1439.ECDH1ME8569_0178,iECED1_1282.ECED1_0191,iECH74115_1262.ECH74115_0195,iECIAI1_1343.ECIAI1_0185,iECNA114_1301.ECNA114_0175,iECO111_1330.ECO111_0186,iECO26_1355.ECO26_0187,iECP_1309.ECP_0193,iECSE_1348.ECSE_0184,iECSF_1327.ECSF_0200,iECSP_1301.ECSP_0184,iECW_1372.ECW_m0181,iECs_1301.ECs0187,iEKO11_1354.EKO11_3733,iEcDH1_1363.EcDH1_3418,iEcE24377_1341.EcE24377A_0189,iEcHS_1320.EcHS_A0187,iG2583_1286.G2583_0188,iJN746.PP_1607,iJO1366.b0185,iJR904.b0185,iLF82_1304.LF82_0008,iNRG857_1313.NRG857_00945,iSDY_1059.SDY_0201,iSFV_1184.SFV_0168,iSF_1195.SF0175,iSFxv_1172.SFxv_0185,iS_1188.S0178,iUMNK88_1353.UMNK88_190,iWFL_1372.ECW_m0181,iY75_1357.Y75_RS00935,iZ_1308.Z0197",ACCA
WP_011092646.1,218491.ECA1048,2.60E-67,261.2,"COG0346@1|root,COG0346@2|Bacteria,1RGZ8@1224|Proteobacteria,1S66M@1236|Gammaproteobacteria,1MSJ8@122277|Pectobacterium",1236|Gammaproteobacteria,E,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,yaeR,-,-,ko:K08234,-,-,-,-,ko00000,-,-,-,Glyoxalase
WP_011092648.1,218491.ECA1050,1.40E-40,171.8,"COG4568@1|root,COG4568@2|Bacteria,1MZYG@1224|Proteobacteria,1S8Y7@1236|Gammaproteobacteria,1MSUK@122277|Pectobacterium",1236|Gammaproteobacteria,K,Rho-dependent transcription termination,rof,"GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0043244,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141",-,ko:K19000,-,-,-,-,"ko00000,ko03021",-,-,-,ROF
WP_011092649.1,218491.ECA1051,6.10E-102,376.7,"COG4681@1|root,COG4681@2|Bacteria,1RDR9@1224|Proteobacteria,1S43N@1236|Gammaproteobacteria,1MRAV@122277|Pectobacterium",1236|Gammaproteobacteria,S,YaeQ,yaeQ,-,-,-,-,-,-,-,-,-,-,-,YaeQ
WP_011092651.1,218491.ECA1053,0,1665.6,"COG0249@1|root,COG0249@2|Bacteria,1MUGX@1224|Proteobacteria,1RNW3@1236|Gammaproteobacteria,1MQBZ@122277|Pectobacterium",1236|Gammaproteobacteria,L,that it carries out the mismatch recognition step. This protein has a weak ATPase activity,mutS,"GO:0000018,GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003690,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008094,GO:0008144,GO:0008150,GO:0008152,GO:0008301,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0030554,GO:0030983,GO:0031323,GO:0032136,GO:0032300,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033554,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0042802,GO:0043167,GO:0043168,GO:0043170,GO:0043531,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051171,GO:0051716,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1990391",-,ko:K03555,"ko03430,map03430",-,-,-,"ko00000,ko00001,ko03400",-,-,"iECW_1372.ECW_m2935,iWFL_1372.ECW_m2935","MutS_I,MutS_II,MutS_III,MutS_IV,MutS_V"
WP_011092652.1,218491.ECA1054,1.30E-279,968.4,"COG0582@1|root,COG0582@2|Bacteria,1QXC2@1224|Proteobacteria,1T37A@1236|Gammaproteobacteria",1236|Gammaproteobacteria,L,Belongs to the 'phage' integrase family,-,-,-,-,-,-,-,-,-,-,-,-,-
WP_011092654.1,218491.ECA1056,1.10E-236,825.5,"COG3344@1|root,COG3344@2|Bacteria,1RF64@1224|Proteobacteria,1S59A@1236|Gammaproteobacteria",1236|Gammaproteobacteria,L,reverse transcriptase,-,-,-,-,-,-,-,-,-,-,-,-,RVT_1
WP_011092655.1,218491.ECA1057,0,1324.3,"COG3344@1|root,COG3344@2|Bacteria,1R7EE@1224|Proteobacteria,1RYUS@1236|Gammaproteobacteria",1236|Gammaproteobacteria,L,Reverse transcriptase (RNA-dependent DNA polymerase),-,-,-,-,-,-,-,-,-,-,-,-,RVT_1
WP_011092657.1,218491.ECA1059,2.30E-226,791.2,"COG0582@1|root,COG0582@2|Bacteria,1R7JE@1224|Proteobacteria,1RZR9@1236|Gammaproteobacteria,1MSHB@122277|Pectobacterium",1236|Gammaproteobacteria,L,Phage integrase family,-,-,-,-,-,-,-,-,-,-,-,-,Phage_integrase
WP_011092658.1,218491.ECA1060,3.90E-276,956.8,"COG0582@1|root,COG0582@2|Bacteria,1R4US@1224|Proteobacteria,1RPWW@1236|Gammaproteobacteria,1MSKU@122277|Pectobacterium",1236|Gammaproteobacteria,L,Phage integrase family,-,-,-,-,-,-,-,-,-,-,-,-,Phage_integrase
WP_011092659.1,218491.ECA1061,0,1317.8,"COG4688@1|root,COG4688@2|Bacteria,1P0NM@1224|Proteobacteria,1RPJV@1236|Gammaproteobacteria,1MSK1@122277|Pectobacterium",1236|Gammaproteobacteria,S,protein conserved in bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-
WP_011092660.1,218491.ECA1062,1.10E-74,285.8,"2E3II@1|root,32YGZ@2|Bacteria,1NC30@1224|Proteobacteria,1SD4R@1236|Gammaproteobacteria,1MT2G@122277|Pectobacterium",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WP_011092664.1,218491.ECA1066,2.10E-67,261.5,"2C4WP@1|root,33BT5@2|Bacteria,1NHHE@1224|Proteobacteria,1SPCP@1236|Gammaproteobacteria,1MSU0@122277|Pectobacterium",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WP_011092665.1,218491.ECA1067,3.50E-260,903.7,"COG1396@1|root,COG1396@2|Bacteria,1REAH@1224|Proteobacteria,1SJSP@1236|Gammaproteobacteria",1236|Gammaproteobacteria,K,HNH endonuclease,-,-,-,-,-,-,-,-,-,-,-,-,HNH_5
WP_011092667.1,218491.ECA1069,3.50E-85,320.9,"COG3157@1|root,COG3157@2|Bacteria,1RGIG@1224|Proteobacteria,1S4AI@1236|Gammaproteobacteria,1MSH0@122277|Pectobacterium",1236|Gammaproteobacteria,S,"Type VI secretion system effector, Hcp",-,-,-,ko:K06887,-,-,-,-,ko00000,-,-,-,T6SS_HCP
WP_011092668.1,218491.ECA1070,2.10E-279,967.6,"COG0043@1|root,COG0043@2|Bacteria,1MU62@1224|Proteobacteria,1RRK9@1236|Gammaproteobacteria,1MT5I@122277|Pectobacterium",1236|Gammaproteobacteria,H,Decarboxylase involved in the decarboxylation and detoxification of phenolic derivatives under both aerobic and anaerobic conditions. It is able to catalyze the reversible decarboxylation of 4-hydroxybenzoate and vanillate,vdcC,-,4.1.1.61,ko:K01612,"ko00627,ko01120,ko01220,map00627,map01120,map01220",-,R01238,RC00391,"ko00000,ko00001,ko01000",-,-,-,UbiD
WP_011092669.1,218491.ECA1071,1.10E-38,165.2,"2CK9M@1|root,32SBW@2|Bacteria,1MZBK@1224|Proteobacteria,1S9GY@1236|Gammaproteobacteria,1MTWK@122277|Pectobacterium",1236|Gammaproteobacteria,S,4-hydroxybenzoate decarboxylase,bsdD,-,4.1.1.61,ko:K21759,"ko00627,ko01120,ko01220,map00627,map01120,map01220",-,R01238,RC00391,"ko00000,ko00001,ko01000",-,-,-,-
WP_011092670.1,218491.ECA1072,9.40E-115,419.5,"COG0625@1|root,COG0625@2|Bacteria,1MXHH@1224|Proteobacteria,1S1UK@1236|Gammaproteobacteria,1MTBQ@122277|Pectobacterium",1236|Gammaproteobacteria,H,Belongs to the GST superfamily,-,-,-,-,-,-,-,-,-,-,-,-,"GST_C,GST_C_3,GST_N"
WP_011092671.1,218491.ECA1073,9.30E-141,506.1,"COG1120@1|root,COG1120@2|Bacteria,1MUNG@1224|Proteobacteria,1RRII@1236|Gammaproteobacteria,1MTHR@122277|Pectobacterium",1236|Gammaproteobacteria,P,ATPases associated with a variety of cellular activities,fecE,"GO:0000166,GO:0003674,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0008144,GO:0016020,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044464,GO:0071944,GO:0097159,GO:0097367,GO:1901265,GO:1901363",3.6.3.34,ko:K02013,"ko02010,map02010",M00240,-,-,"ko00000,ko00001,ko00002,ko01000,ko02000",3.A.1.14,-,-,ABC_tran
WP_011092672.1,218491.ECA1074,4.40E-172,610.5,"COG0609@1|root,COG0609@2|Bacteria,1MV9W@1224|Proteobacteria,1RR9X@1236|Gammaproteobacteria,1MTK3@122277|Pectobacterium",1236|Gammaproteobacteria,P,transport system permease protein,fecD,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0015603,GO:0015688,GO:0016020,GO:0022857,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:1901678",-,ko:K02015,"ko02010,map02010",M00240,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.14,-,"iB21_1397.B21_04117,iEC042_1314.EC042_4777,iEC55989_1330.EC55989_4961,iECABU_c1320.ECABU_c49000,iECBD_1354.ECBD_3750,iECB_1328.ECB_04154,iECD_1391.ECD_04154,iECED1_1282.ECED1_5153,iECNA114_1301.ECNA114_2547,iECO26_1355.ECO26_5456,iEcE24377_1341.EcE24377A_4865,iEcolC_1368.EcolC_0740,iUMNK88_1353.UMNK88_5227",FecCD
